idx,pre,post,sections,type
1,PVNL,PQR,1,chemical
2,PVNL,hyp,1,chemical
3,g0,PVCR,1,chemical
4,g0,PVCR,1,chemical
5,gx,r30,1,chemical
6,gx,r30,1,chemical
7,gx,r30,3,chemical
8,RID,hyp,1,chemical
9,RID,hyp,1,chemical
10,DA09,DD06,2,chemical
11,DA09,dBWML,2,chemical
12,PDA,dBWML,1,chemical
13,PDA,DD06,1,chemical
14,RID,[AS11],1,chemical
15,RID,DD06,1,chemical
16,RID,DD06,1,chemical
17,PDA,DD06,1,chemical
18,PDA,DD06,1,chemical
19,DA09,DD06,2,chemical
20,DA09,dBWML,2,chemical
21,PDB,dBWML,1,chemical
22,PDB,DD06,1,chemical
23,PDB,DD06,1,chemical
24,PDB,dBWML,1,chemical
25,[AS11],dBWML,1,chemical
26,[AS11],DD06,1,chemical
27,[AS11],dBWMR,2,chemical
28,[AS11],DD06,2,chemical
29,[AS11],[VD13],2,chemical
30,[VD13],dBWMR,2,chemical
31,[VD13],DD06,2,chemical
32,[DB08],[VD13],1,chemical
33,[DB08],dBWMR,1,chemical
34,[DB08],DD06,1,chemical
35,[VD13],dBWMR,1,chemical
36,[VD13],DD06,1,chemical
37,[VD13],[DB08],1,chemical
38,DA09,[DB08],2,chemical
39,DA09,dBWML,2,chemical
40,[AS11],dBWML,1,chemical
41,[AS11],[DB08],1,chemical
42,PHBR,PVCR,3,chemical
43,PHBR,AVAL,3,chemical
44,PHCR,DVA,1,chemical
45,PHCR,AVHR,1,chemical
46,PHCR,DVA,2,chemical
47,PHBR,PVCR,2,chemical
48,PHBR,PHCR,2,chemical
49,PHBR,AVAL,2,chemical
50,PHCL,AVAL,3,chemical
51,PHCL,PVCL,3,chemical
52,PHCR,DVA,1,chemical
53,PHCR,AVHR,1,chemical
54,PHBR,PVCR,1,chemical
55,PHBR,PHCR,1,chemical
56,PHCR,DVA,4,chemical
57,PHBR,PVCR,2,chemical
58,PHCL,AVAL,2,chemical
59,PHCL,PVCL,2,chemical
60,PVNR,hyp,1,chemical
61,PVNR,PVWL,1,chemical
62,PVNR,PVWL,1,chemical
63,PVNR,PQR,1,chemical
64,PVNR,hyp,2,chemical
65,PVNR,PVWL,2,chemical
66,PVNR,PQR,2,chemical
67,DVB,DA08,5,chemical
68,DVB,hyp,5,chemical
69,PHCR,DA09,2,chemical
70,PHCR,DVA,2,chemical
71,PHCR,DVA,1,chemical
72,PHCR,PHAR,1,chemical
73,PHCR,DA09,1,chemical
74,PHCR,DVA,1,chemical
75,PVNL,PVCL,4,chemical
76,PVNL,AVAL,4,chemical
77,PHAL,AVG,1,chemical
78,PHAL,DVA,1,chemical
79,PHCR,DA09,1,chemical
80,PHCR,PVCR,1,chemical
81,PHBL,AVAL,2,chemical
82,PHBL,PVCL,2,chemical
83,PHBL,AVAL,7,chemical
84,PHBL,PVCL,7,chemical
85,PHCR,DA09,6,chemical
86,PHCR,PVCR,6,chemical
87,PHBL,AVAL,1,chemical
88,PHBL,PVCL,1,chemical
89,PHBR,AVAL,1,chemical
90,PHBR,PVCL,1,chemical
91,PHAR,DVA,1,chemical
92,PHAR,AVG,1,chemical
93,PHAR,DVA,1,chemical
94,PHAR,DA08,2,chemical
95,PHAR,AVG,2,chemical
96,PHAR,DVA,2,chemical
97,PHCR,DA09,1,chemical
98,PHCR,PVCR,1,chemical
99,DVB,DA08,2,chemical
100,DVB,hyp,2,chemical
101,PHCR,PVCR,4,chemical
102,PHCR,LUAR,4,chemical
103,PHAR,DVA,1,chemical
104,LUAR,PVR,2,chemical
105,LUAR,PDB,2,chemical
106,PHCR,DA09,1,chemical
107,PHCR,PVCR,1,chemical
108,PHCR,LUAR,1,chemical
109,PHCL,PVQR,1,chemical
110,PHCL,DVA,1,chemical
111,PHCL,DA09,1,chemical
112,PHCR,PVCR,1,chemical
113,PHCR,LUAR,1,chemical
114,PHCL,PVQR,1,chemical
115,PHCL,DVA,1,chemical
116,PHCR,PVQR,4,chemical
117,PHCR,DVA,4,chemical
118,PHCR,DA09,4,chemical
119,VA12,PVCR,1,chemical
120,VA12,PHCR,1,chemical
121,PHBL,AVAL,4,chemical
122,PHBL,PVCL,4,chemical
123,PHCR,DVA,2,chemical
124,PHCR,VA12,2,chemical
125,PHCR,PHCL,1,chemical
126,PHCR,DVA,1,chemical
127,PHCR,VA12,1,chemical
128,PHBR,PHCL,1,chemical
129,PHBR,AVAL,1,chemical
130,PHBR,PHBL,1,chemical
131,PHCR,PHCL,1,chemical
132,PHCR,DVA,1,chemical
133,PHCR,VA12,1,chemical
134,PHCR,VA12,4,chemical
135,PHCR,PVCR,4,chemical
136,PHCR,PHCL,1,chemical
137,PHCR,DVA,1,chemical
138,PHAL,PVQL,1,chemical
139,PHAL,PHAR,1,chemical
140,AVAR,PVCR,5,chemical
141,AVAR,LUAR,5,chemical
142,PHCL,DVA,5,chemical
143,PHCL,VA12,5,chemical
144,LUAR,AVJR,4,chemical
145,LUAR,AVAR,4,chemical
146,PHCL,DVA,1,chemical
147,PHCL,VA12,1,chemical
148,LUAR,AVAR,4,chemical
149,LUAR,PVCR,4,chemical
150,DVB,AVL,5,chemical
151,DVB,PVPL,5,chemical
152,PHBL,AVAL,4,chemical
153,PHBL,PVCL,4,chemical
154,bl11,vBWM,1,chemical
155,AVAL,DA07,1,chemical
156,AVAL,VA10,1,chemical
157,AVAL,AS10,1,chemical
158,PQR,AVDR,1,chemical
159,PQR,AVAR,1,chemical
160,PQR,AVDL,1,chemical
161,PVWR,AVDR,1,chemical
162,AVFL,AVBL,1,chemical
163,AVFL,AS10,1,chemical
164,DVA,VB11,1,chemical
165,DVA,VA12,1,chemical
166,PHAL,PVQL,2,chemical
167,PHAL,PHAR,2,chemical
168,AVBR,AS10,1,chemical
169,VB10,DD06,1,chemical
170,VB10,vBWM,1,chemical
171,VB10,PVT,1,chemical
172,VB10,DD06,1,chemical
173,VB10,vBWM,1,chemical
174,PVCL,bl15,2,chemical
175,PVCL,DB07,2,chemical
176,PVCL,DA08,2,chemical
177,VA11,DD06,2,chemical
178,VA11,vBWM,2,chemical
179,AVAR,DA07,1,chemical
180,AVAR,VA10,1,chemical
181,PVQL,PVPL,1,chemical
182,AVDR,AVAR,1,chemical
183,AVDR,AS10,1,chemical
184,AVDR,PQR,1,chemical
185,LUAR,AVAR,5,chemical
186,LUAR,PVCR,5,chemical
187,AVDR,AVAR,1,chemical
188,AVDR,AS10,1,chemical
189,AVAL,AS10,3,chemical
190,AVAL,VA10,3,chemical
191,VB10,DD06,1,chemical
192,VB10,vBWM,1,chemical
193,PHBL,VA12,1,chemical
194,PHBL,AVAR,1,chemical
195,VA11,DD06,1,chemical
196,VA11,vBWM,1,chemical
197,VA11,VD11,1,chemical
198,VA11,DD06,1,chemical
199,VA11,vBWM,1,chemical
200,VD11,VA11,1,chemical
201,AVDL,AS10,1,chemical
202,AVDL,DA08,1,chemical
203,AVDL,VA10,1,chemical
204,VB10,DD06,1,chemical
205,VB10,vBWM,1,chemical
206,VB10,VD11,1,chemical
207,VB10,DD06,1,chemical
208,VB10,vBWM,1,chemical
209,VB10,DD06,1,chemical
210,VB10,vBWM,1,chemical
211,VA11,DD06,1,chemical
212,VA11,vBWM,1,chemical
213,PDER,DVA,1,chemical
214,AVBR,AVDL,1,chemical
215,AVBR,AVAL,1,chemical
216,VD11,vBWM,1,chemical
217,LUAL,AVAL,4,chemical
218,LUAL,AVAR,4,chemical
219,PQR,AVAR,1,chemical
220,PQR,AVAL,1,chemical
221,VB10,VA11,1,chemical
222,VB10,VD11,1,chemical
223,VB10,vBWM,1,chemical
224,VA11,VD11,1,chemical
225,VA11,vBWM,1,chemical
226,PVNL,AVAL,1,chemical
227,PVNL,AVBR,1,chemical
228,VD11,vBWM,1,chemical
229,VD11,VB10,1,chemical
230,VC06,VD11,2,chemical
231,VC06,PVNR,2,chemical
232,VB10,DD06,2,chemical
233,VB10,vBWM,2,chemical
234,VA11,DD06,1,chemical
235,VA11,vBWM,1,chemical
236,VA11,VB10,1,chemical
237,PVCR,PDEL,1,chemical
238,PVCR,bl15,1,chemical
239,VA11,DD06,1,chemical
240,VA11,vBWM,1,chemical
241,DVB,DA08,2,chemical
242,DVB,intL,2,chemical
243,VD11,vBWM,1,chemical
244,VD11,AVAR,1,chemical
245,VD11,PVT,1,chemical
246,AVAR,DA07,1,chemical
247,AVAR,DA08,1,chemical
248,AVAR,VA10,1,chemical
249,AVAR,DA07,1,chemical
250,AVAR,DA08,1,chemical
251,VA11,VD11,1,chemical
252,VA11,vBWM,1,chemical
253,AVAR,PVCL,1,chemical
254,AVAR,DA07,1,chemical
255,AVAR,DA08,1,chemical
256,DVA,hyp,1,chemical
257,DVA,PVR,1,chemical
258,VB10,VD11,1,chemical
259,VB10,DD06,1,chemical
260,VB10,vBWM,1,chemical
261,LUAL,AVAL,1,chemical
262,LUAL,AVAR,1,chemical
263,AVFL,[intestine],1,chemical
264,AVFL,DVB,1,chemical
265,AVDL,AVAR,1,chemical
266,AVDL,DA08,1,chemical
267,AVDL,VA10,1,chemical
268,VA11,vBWM,1,chemical
269,VD11,AVAR,1,chemical
270,VD11,vBWM,2,chemical
271,AVFR,hyp,1,chemical
272,PVCR,VB11,2,chemical
273,PVCR,bl15,2,chemical
274,VD11,DD06,1,chemical
275,VD11,vBWM,1,chemical
276,VB10,DD06,1,chemical
277,VB10,vBWM,1,chemical
278,VA11,DD06,1,chemical
279,VA11,vBWM,1,chemical
280,VA11,VD11,1,chemical
281,VA11,DD06,1,chemical
282,VA11,vBWM,1,chemical
283,VC06,DD06,1,chemical
284,VC06,VD11,1,chemical
285,VD11,vBWM,1,chemical
286,VA11,DD06,1,chemical
287,VA11,vBWM,1,chemical
288,bl11,vBWM,1,chemical
289,AVAL,DA07,1,chemical
290,AVAL,b18,1,chemical
291,VB10,VD11,2,chemical
292,VB10,DD06,2,chemical
293,VB10,vBWM,2,chemical
294,AVAL,AVAR,1,chemical
295,AVAL,DA07,1,chemical
296,AVAL,b18,1,chemical
297,VB10,VD11,1,chemical
298,VB10,vBWM,1,chemical
299,DVB,AVL,2,chemical
300,DVB,[intestine],2,chemical
301,VD11,DD06,1,chemical
302,VD11,VA11,1,chemical
303,VC06,DD06,1,chemical
304,VC06,VD11,1,chemical
305,VA11,VD11,1,chemical
306,VA11,DD06,1,chemical
307,VA11,vBWM,1,chemical
308,PVCR,VB11,1,chemical
309,PVCR,bl15,1,chemical
310,PVCR,DA07,1,chemical
311,VB10,VA11,1,chemical
312,VB10,vBWM,1,chemical
313,VD11,vBWM,1,chemical
314,PHBR,AVAL,2,chemical
315,PHBR,PVCL,2,chemical
316,PDEL,DVA,1,chemical
317,PDEL,PVR,1,chemical
318,AVBL,VA10,1,chemical
319,AVDR,DA08,1,chemical
320,AVDR,AVAL,1,chemical
321,AVFL,hyp,1,chemical
322,AVAR,PVCR,2,chemical
323,AVAR,LUAR,2,chemical
324,PVNR,PQR,1,chemical
325,PVNR,AVBR,1,chemical
326,AVAR,DA07,1,chemical
327,AVAR,b18,1,chemical
328,AVAR,AVAL,1,chemical
329,VB10,VD11,1,chemical
330,VB10,vBWM,1,chemical
331,AVAR,DA07,1,chemical
332,AVAR,b18,1,chemical
333,VB10,DD06,1,chemical
334,VB10,vBWM,1,chemical
335,VB10,DD06,1,chemical
336,VA11,DD06,1,chemical
337,VA11,vBWM,1,chemical
338,VA11,DD06,1,chemical
339,VA11,vBWM,1,chemical
340,PVWR,VA12,1,chemical
341,PVWR,AVAR,1,chemical
342,PVCL,bl19,1,chemical
343,PVCL,PDEL,1,chemical
344,PVCL,VB11,1,chemical
345,PHAR,PHBR,2,chemical
346,PHAR,PHAL,2,chemical
347,PVNL,LUAL,2,chemical
348,PVNL,PVNR,2,chemical
349,PVNL,PVWL,2,chemical
350,PVNL,hyp,2,chemical
351,DVB,[intestine],1,chemical
352,DVB,PVPL,1,chemical
353,PHBR,AVAL,8,chemical
354,PHBR,PVCL,8,chemical
355,PVNL,PVNR,1,chemical
356,PVNL,PVWL,1,chemical
357,LUAL,AVAL,6,chemical
358,LUAL,AVDL,6,chemical
359,PVNL,LUAL,1,chemical
360,PVNL,PVNR,1,chemical
361,PVNL,PVWL,1,chemical
362,DVB,[intestine],2,chemical
363,DVB,PVPL,2,chemical
364,PHBR,AVAL,4,chemical
365,PHBR,PVCL,4,chemical
366,PHAL,AVHL,2,chemical
367,PHAL,DA08,2,chemical
368,PHAL,AVFL,1,chemical
369,PHAL,AVHL,1,chemical
370,PHAL,DA08,1,chemical
371,PHBL,PHBR,1,chemical
372,PHBL,AVAR,1,chemical
373,VD13,[intestine],1,chemical
374,VD13,vBWM,1,chemical
375,PHAR,PHBR,2,chemical
376,PHAR,PHAL,2,chemical
377,DVB,DA08,1,chemical
378,DVB,DD06,1,chemical
379,PHBL,AVAL,10,chemical
380,PHBL,PVCL,10,chemical
381,PHBR,VA12,1,chemical
382,PHBR,AVAR,1,chemical
383,DVB,[intestine],1,chemical
384,DVB,AVL,3,chemical
385,DVB,[intestine],3,chemical
386,LUAR,AVDR,7,chemical
387,LUAR,AVAR,7,chemical
388,PHAL,PHBL,1,chemical
389,PHAL,AVFL,1,chemical
390,PHAR,PHAL,1,chemical
391,PHAR,PVQL,1,chemical
392,PHBR,AVAL,5,chemical
393,PHBR,PVCL,5,chemical
394,PHBL,hyp,2,chemical
395,PHAL,PHBL,2,chemical
396,PHAL,AVFL,2,chemical
397,PHBR,AVAL,1,chemical
398,PHBR,PVCL,1,chemical
399,AVL,[intestine],1,chemical
400,PHBL,VA12,3,chemical
401,PHBL,PVCL,3,chemical
402,PHBR,PVCR,5,chemical
403,PHBR,AVAR,5,chemical
404,AVDR,AVDL,1,chemical
405,AVDR,AVAL,1,chemical
406,LUAL,AVAL,4,chemical
407,LUAL,AVDL,4,chemical
408,PHBR,PVCR,8,chemical
409,PHBR,AVAR,8,chemical
410,DVB,PVPL,1,chemical
411,DVB,DVC,1,chemical
412,DVB,VD13,1,chemical
413,DVB,PVPL,1,chemical
414,DVB,DVC,1,chemical
415,DVB,DD06,4,chemical
416,DVB,AVL,4,chemical
417,PVQL,AVHR,1,chemical
418,PVQL,DA08,1,chemical
419,PVQL,DD06,1,chemical
420,AVAR,PVCR,9,chemical
421,AVAR,LUAR,9,chemical
422,LUAL,AVAR,5,chemical
423,LUAL,AVDL,5,chemical
424,DVB,DD06,5,chemical
425,DVB,AVL,5,chemical
426,PHAR,PHAL,1,chemical
427,PHAR,PVQL,1,chemical
428,PHAR,PVQR,1,chemical
429,PHAR,PHAL,1,chemical
430,PHAR,PVQL,1,chemical
431,AVAL,LUAL,5,chemical
432,AVAL,PVCL,5,chemical
433,AVAL,VA11,2,chemical
434,AVAL,VA12,2,chemical
435,AVDL,AVAL,1,chemical
436,AVDL,VA12,1,chemical
437,PHBL,AVDR,1,chemical
438,PHBL,VA12,1,chemical
439,PHBL,AVAL,1,chemical
440,PQR,AVDL,2,chemical
441,PQR,AVAR,2,chemical
442,PQR,AVDL,1,chemical
443,PHAL,PHBR,1,chemical
444,PHAL,AVDR,1,chemical
445,PHAL,PHAR,1,chemical
446,PHAL,PHBR,1,chemical
447,PHAL,AVDR,1,chemical
448,PHAL,PHBL,1,chemical
449,PHAR,AVDR,1,chemical
450,PHAR,PHAL,1,chemical
451,AVDR,LUAL,2,chemical
452,AVDR,AVAL,2,chemical
453,PHAR,AVDR,1,chemical
454,PHAR,PHAL,1,chemical
455,PHAL,PHBR,1,chemical
456,PHAL,PHBL,1,chemical
457,DA09,DVA,1,chemical
458,DA09,hyp,1,chemical
459,PHBL,AVAL,13,chemical
460,PHBL,PVCL,13,chemical
461,PHAL,PHAR,2,chemical
462,PHAL,PHBR,2,chemical
463,LUAR,AVDR,5,chemical
464,LUAR,AVAR,5,chemical
465,LUAR,AVDL,2,chemical
466,LUAR,AVDR,2,chemical
467,LUAR,AVAR,2,chemical
468,PHAR,PHBL,2,chemical
469,LUAL,AVAL,1,chemical
470,LUAL,AVDR,1,chemical
471,LUAL,AVAR,1,chemical
472,LUAL,AVDL,1,chemical
473,PHBR,AVAL,6,chemical
474,PHBR,PVCL,6,chemical
475,LUAL,AVAL,5,chemical
476,LUAL,AVDR,5,chemical
477,PHBR,AVAR,2,chemical
478,PHBR,AVDR,2,chemical
479,PHBR,AVAR,1,chemical
480,PHBR,AVDR,1,chemical
481,PHBR,AVAL,1,chemical
482,PHBR,AVDR,2,chemical
483,PHBR,AVAL,2,chemical
484,PHAL,PHAR,2,chemical
485,PHAL,PHBL,2,chemical
486,AVL,vBWM,1,chemical
487,AVL,vBWM,1,chemical
488,PVNL,PVT,2,chemical
489,PVNL,AVDL,1,chemical
490,PVNL,PVT,1,chemical
491,PVNL,PVWR,1,chemical
492,AVG,PHAL,2,chemical
493,AVG,PVQR,2,chemical
494,PHBL,AVAR,1,chemical
495,PHBL,PHBR,1,chemical
496,PHBL,AVAR,1,chemical
497,AVDR,AVAL,1,chemical
498,AVDR,VA11,1,chemical
499,PHAR,PHBR,1,chemical
500,PHAR,PHBL,1,chemical
501,PQR,AVDR,4,chemical
502,PQR,AVAR,4,chemical
503,LUAR,PVNL,1,chemical
504,LUAR,PVWR,1,chemical
505,PVCR,LUAR,1,chemical
506,PVCR,PVWR,1,chemical
507,PQR,AVDR,2,chemical
508,PQR,AVAR,2,chemical
509,PHAR,AVG,1,chemical
510,PHAR,PVT,1,chemical
511,PHAL,PHBR,1,chemical
512,PHAL,AVHR,1,chemical
513,PHAL,AVHL,1,chemical
514,PHAR,AVG,1,chemical
515,PHAR,PVT,1,chemical
516,PHAR,PVPL,1,chemical
517,bl11,hyp,1,chemical
518,bl11,AS11,1,chemical
519,PQR,AVAR,3,chemical
520,PHBR,AVAR,2,chemical
521,PHBR,PHBL,2,chemical
522,PHAR,AVG,2,chemical
523,PHAR,PVPL,2,chemical
524,LUAL,AVJL,1,chemical
525,LUAL,AVJR,1,chemical
526,LUAL,AVAL,1,chemical
527,LUAL,AVJL,3,chemical
528,LUAL,AVAL,3,chemical
529,PQR,PVNL,2,chemical
530,PQR,AVDL,2,chemical
531,PHAL,AVG,1,chemical
532,PHAL,AVG,1,chemical
533,PHAL,PHAR,1,chemical
534,PVNR,PVWL,4,chemical
535,PVNR,hyp,4,chemical
536,PHAL,AVG,1,chemical
537,PHAL,PHAR,1,chemical
538,PHAL,PHBR,1,chemical
539,PHAL,AVG,3,chemical
540,PHAL,PHAR,3,chemical
541,AVAR,VA11,2,chemical
542,AVAR,DA08,2,chemical
543,PVQR,DD06,2,chemical
544,PVQR,AVL,2,chemical
545,PHBL,AVAR,4,chemical
546,PHBL,PVCL,4,chemical
547,AVDR,LUAL,1,chemical
548,AVDR,AVAR,1,chemical
549,PHBL,PHBR,2,chemical
550,PHBL,AVAR,2,chemical
551,PHBL,PVCL,2,chemical
552,PVNL,PQR,3,chemical
553,PVNL,AVDL,3,chemical
554,PVNL,AVDR,3,chemical
555,PHBR,AVAR,1,chemical
556,PHBR,PVCL,1,chemical
557,PHBR,AVAR,11,chemical
558,PHBR,PVCL,11,chemical
559,VA12,DA08,1,chemical
560,VA12,PVCL,1,chemical
561,VA12,LUAL,1,chemical
562,VA12,AVAL,1,chemical
563,VA12,DA08,1,chemical
564,VA12,LUAL,1,chemical
565,DA09,AS11,1,chemical
566,DA09,hyp,1,chemical
567,PHAR,PHAL,1,chemical
568,PHAR,AVG,1,chemical
569,PHAR,PHBR,1,chemical
570,PHAR,AVG,1,chemical
571,PHAR,PHBR,1,chemical
572,AVFL,AVHL,1,chemical
573,AVDL,LUAL,2,chemical
574,AVDL,AVAR,2,chemical
575,LUAL,AVAR,11,chemical
576,LUAL,AVDL,11,chemical
577,PHAR,PVQL,1,chemical
578,PHAR,PHAL,1,chemical
579,VA12,AVAL,2,chemical
580,VA12,DB07,2,chemical
581,VA12,DA09,2,chemical
582,VA12,VA11,2,chemical
583,AVKR,vBWM,3,chemical
584,PHBL,AVAR,4,chemical
585,PHBL,PVCL,4,chemical
586,LUAL,AVAR,1,chemical
587,AVAL,DB07,2,chemical
588,AVAL,DA09,2,chemical
589,AVAL,VA12,2,chemical
590,PHBL,AVAR,1,chemical
591,PHBL,PVCL,1,chemical
592,AVAR,LUAL,4,chemical
593,AVAR,PVCL,4,chemical
594,PHBL,AVAR,1,chemical
595,PHBL,PVCL,1,chemical
596,PHAL,AVG,3,chemical
597,PHAL,PHBR,3,chemical
598,PHBL,AVAR,9,chemical
599,PHBL,PVCL,9,chemical
600,VA12,DB07,1,chemical
601,VA12,DA09,1,chemical
602,VA12,VA11,1,chemical
603,VA12,DA09,1,chemical
604,VA12,VA11,1,chemical
605,AVAL,DA07,1,chemical
606,AVAL,VA10,1,chemical
607,AVG,PHAL,1,chemical
608,AVG,DA08,1,chemical
609,PHBL,AVAL,1,chemical
610,PHBL,PVCL,1,chemical
611,LUAL,PHBL,2,chemical
612,LUAL,AVAL,2,chemical
613,AVAL,PVNL,2,chemical
614,AVAL,PVCL,2,chemical
615,AVAL,LUAL,2,chemical
616,PHBL,AVAL,3,chemical
617,PHBL,PVCL,3,chemical
618,LUAL,PVNL,1,chemical
619,LUAL,PVWL,1,chemical
620,PHAR,PHBR,1,chemical
621,PHBR,PVCR,1,chemical
622,PHBR,PHCR,1,chemical
623,PHCR,DA09,1,chemical
624,PHCR,PVCR,1,chemical
625,PHCR,DA09,1,chemical
626,PHCR,PVCR,1,chemical
627,PHCR,DA09,2,chemical
628,PHCR,PVCR,2,chemical
629,PHCR,DA09,1,chemical
630,PHCR,PVCR,1,chemical
631,PHCR,DA09,1,chemical
632,PHCR,PVCR,1,chemical
633,PHCR,DA09,2,chemical
634,PHCR,PVCR,2,chemical
635,LUAR,hyp,1,chemical
636,LUAR,PVWR,1,chemical
637,LUAR,obj,1,chemical
638,VA12,DB07,1,chemical
639,VA12,DA09,1,chemical
640,DVA,vBWM,2,chemical
641,VD12,vBWM,3,chemical
642,VA12,VB11,2,chemical
643,VA12,VB11,1,chemical
644,VA12,AS11,1,chemical
645,VA12,hyp,1,chemical
646,VA12,VB11,1,chemical
647,VA12,DA09,1,chemical
648,VA12,AS11,1,chemical
649,VA12,hyp,1,chemical
650,VA12,DA09,1,chemical
651,VA12,AS11,1,chemical
652,PHBR,AVDL,1,chemical
653,PHBR,AVAR,1,chemical
654,PHBR,PHBL,1,chemical
655,PHBR,AVDL,6,chemical
656,PHBR,AVAR,6,chemical
657,LUAR,PVWL,3,chemical
658,LUAR,AVAL,3,chemical
659,PQR,AVAL,2,chemical
660,PQR,DB07,2,chemical
661,LUAR,AVAL,7,chemical
662,LUAR,PQR,7,chemical
663,AVL,vBWM,1,chemical
664,PQR,LUAR,3,chemical
665,PQR,AVAL,3,chemical
666,VD13,vBWM,1,chemical
667,PHBL,AVG,1,chemical
668,PHBL,PVNL,1,chemical
669,VD13,vBWM,1,chemical
670,PVNR,vBWM,1,chemical
671,PVNR,PVWR,1,chemical
672,PVNR,VD13,1,chemical
673,PVNR,vBWM,1,chemical
674,PVNR,VD13,1,chemical
675,PVNR,vBWM,1,chemical
676,PVNR,PVWR,1,chemical
677,PVNL,AVDR,2,chemical
678,PVNL,AVDL,2,chemical
679,AVAL,PVCR,1,chemical
680,AVAL,VA12,1,chemical
681,AVAL,DA08,1,chemical
682,AVAL,PVCL,1,chemical
683,AVDR,PQR,2,chemical
684,AVDR,hyp,2,chemical
685,AVDR,AVAR,2,chemical
686,VB11,PVWR,1,chemical
687,VB11,VD13,1,chemical
688,VB11,vBWM,1,chemical
689,VB11,PVWL,1,chemical
690,VB11,VD13,1,chemical
691,VB11,vBWM,1,chemical
692,VD13,vBWM,3,chemical
693,VB11,VD13,5,chemical
694,VB11,vBWM,5,chemical
695,PHBL,AVDL,6,chemical
696,PHBL,AVAR,6,chemical
697,VA12,DA09,3,chemical
698,VA12,AS11,3,chemical
699,VA12,DA08,3,chemical
700,PQR,AVAR,3,chemical
701,PQR,AVDL,3,chemical
702,VA12,DA09,2,chemical
703,VA12,DA08,2,chemical
704,PQR,AVAL,1,chemical
705,PQR,PVCL,1,chemical
706,PQR,DA08,1,chemical
707,VB11,PVCR,1,chemical
708,VB11,VA12,1,chemical
709,VA12,VD13,1,chemical
710,VA12,vBWM,1,chemical
711,AVAL,PVCL,1,chemical
712,AVAL,DA08,1,chemical
713,AVAL,AS11,1,chemical
714,AVJR,AVAL,2,chemical
715,AVJR,AVAR,2,chemical
716,VB11,VD13,3,chemical
717,VB11,DD06,3,chemical
718,VB11,vBWM,3,chemical
719,VB11,DD06,3,chemical
720,VB11,vBWM,3,chemical
721,VA12,DA09,1,chemical
722,VA12,DA08,1,chemical
723,VA12,PVCR,1,chemical
724,VA12,DB07,1,chemical
725,VA12,DA09,1,chemical
726,VA12,DA08,1,chemical
727,VB11,VD13,1,chemical
728,VB11,DD06,1,chemical
729,VB11,vBWM,1,chemical
730,VA12,DB07,2,chemical
731,VA12,DA09,2,chemical
732,VB11,VD13,2,chemical
733,VB11,vBWM,2,chemical
734,AVKR,hyp,1,chemical
735,AVAR,DA08,1,chemical
736,AVAR,VA11,1,chemical
737,AVAR,AS11,1,chemical
738,AVAR,DA08,3,chemical
739,AVAR,VA11,3,chemical
740,AVAR,AS11,3,chemical
741,AVAR,VA11,1,chemical
742,AVAR,AS11,1,chemical
743,VB11,VD13,1,chemical
744,VB11,vBWM,1,chemical
745,DA09,DA08,1,chemical
746,DA09,VA12,1,chemical
747,DA09,DB07,1,chemical
748,PHBL,AVAL,1,chemical
749,PHBL,PVCL,1,chemical
750,PHBL,AVAR,1,chemical
751,VD13,vBWM,1,chemical
752,PHBL,AVAL,1,chemical
753,PHBL,AVAR,1,chemical
754,PHBL,AS11,1,chemical
755,VA12,VD13,2,chemical
756,VA12,vBWM,2,chemical
757,AVAL,PVCL,1,chemical
758,AVAL,VA11,1,chemical
759,AVAL,AS11,1,chemical
760,VD13,vBWM,1,chemical
761,VD13,VA12,1,chemical
762,VD13,vBWM,1,chemical
763,VD13,VA12,1,chemical
764,VA12,PVCR,2,chemical
765,VA12,DB07,2,chemical
766,VA12,PVCL,2,chemical
767,PQR,AVJR,1,chemical
768,PQR,AVAL,1,chemical
769,PQR,PHBL,1,chemical
